phone_id,t,lat,lon
356000000000380,5.0,38.541094,-121.749196
356000000000398,5.0,38.541046,-121.749524
356000000000406,5.0,38.541023,-121.749271
356000000000414,5.0,38.541307,-121.749364
356000000000422,5.0,38.541034,-121.749428
356000000000430,5.0,38.54107,-121.749108
356000000000448,5.0,38.540904,-121.749596
356000000000455,5.0,38.541166,-121.749461
356000000000463,5.0,38.541032,-121.749144
356000000000471,5.0,38.541055,-121.749612
356000000000489,5.0,38.541083,-121.749024
356000000000497,5.0,38.541222,-121.749103
356000000000505,5.0,38.541208,-121.749641
356000000000513,5.0,38.541079,-121.74924
356000000000521,5.0,38.541123,-121.749503
356000000000539,5.0,38.541023,-121.74957
356000000000547,5.0,38.541301,-121.749328
356000000000554,5.0,38.541049,-121.749169
356000000000562,5.0,38.540986,-121.749416
356000000000570,5.0,38.54133,-121.749127
356000000000588,5.0,38.541178,-121.749417
356000000000596,5.0,38.540952,-121.749299
356000000000604,5.0,38.541156,-121.749267
356000000000612,5.0,38.541168,-121.749201
356000000000620,5.0,38.541064,-121.749686
356000000000638,5.0,38.541301,-121.749637
356000000000646,5.0,38.541249,-121.749085
356000000000653,5.0,38.540909,-121.749397
356000000000661,5.0,38.54129,-121.74908
356000000000679,5.0,38.541147,-121.749721
356000000000687,5.0,38.541178,-121.749573
356000000000695,5.0,38.540949,-121.74914
356000000000703,5.0,38.541085,-121.749362
356000000000711,5.0,38.541266,-121.749435
356000000000729,5.0,38.541013,-121.749456
356000000000737,5.0,38.541212,-121.749339
356000000000745,5.0,38.540978,-121.749499
356000000000752,5.0,38.541158,-121.749022
356000000000760,5.0,38.541116,-121.749397
356000000000778,5.0,38.540985,-121.749505
356000000000786,5.0,38.541148,-121.749454
356000000000794,5.0,38.541032,-121.749537
356000000000802,5.0,38.541215,-121.749566
356000000000810,5.0,38.541291,-121.749517
356000000000828,5.0,38.540943,-121.749206
356000000000836,5.0,38.541147,-121.749568
356000000000844,5.0,38.540943,-121.749525
356000000000851,5.0,38.541177,-121.749067
356000000000869,5.0,38.541269,-121.749325
356000000000877,5.0,38.540925,-121.749136
356000000000885,5.0,38.541077,-121.749592
356000000000893,5.0,38.541093,-121.749405
356000000000901,5.0,38.541141,-121.749204
356000000000919,5.0,38.540927,-121.749084
356000000000927,5.0,38.541,-121.749458
356000000000935,5.0,38.540957,-121.74912
356000000000943,5.0,38.541135,-121.749573
356000000000950,5.0,38.540954,-121.749385
356000000000968,5.0,38.541246,-121.749478
356000000000976,5.0,38.541271,-121.749394
356000000000984,5.0,38.540876,-121.749277
356000000000992,5.0,38.54126,-121.749075
356000000000000,7.5,38.540836,-121.749342
356000000000018,7.5,38.540984,-121.74949
356000000000026,7.5,38.541206,-121.749317
356000000000034,7.5,38.540922,-121.749136
356000000000042,7.5,38.540979,-121.749388
356000000000059,7.5,38.541032,-121.749528
356000000000067,7.5,38.540905,-121.749598
356000000000075,7.5,38.541048,-121.74924
356000000000083,7.5,38.541234,-121.749532
356000000000091,7.5,38.540886,-121.749184
356000000000109,7.5,38.541278,-121.749225
356000000000117,7.5,38.540872,-121.749458
356000000000125,7.5,38.541035,-121.749099
356000000000133,7.5,38.540856,-121.749613
356000000000141,7.5,38.541155,-121.749162
356000000000158,7.5,38.541166,-121.749102
356000000000166,7.5,38.541279,-121.749267
356000000000174,7.5,38.541132,-121.749431
356000000000182,7.5,38.541162,-121.749172
356000000000190,7.5,38.541134,-121.749055
356000000000208,7.5,38.540848,-121.749304
356000000000216,7.5,38.54107,-121.749464
356000000000224,7.5,38.540988,-121.749602
356000000000232,7.5,38.541056,-121.749515
356000000000240,7.5,38.540992,-121.749332
356000000000257,7.5,38.541029,-121.749497
356000000000265,7.5,38.541231,-121.749552
356000000000273,7.5,38.541196,-121.74918
356000000000281,7.5,38.541211,-121.74955
356000000000299,7.5,38.541034,-121.749656
356000000000307,7.5,38.541223,-121.749021
356000000000315,7.5,38.541191,-121.749329
356000000000323,7.5,38.541233,-121.749165
356000000000331,7.5,38.540849,-121.749595
356000000000349,7.5,38.541004,-121.749467
356000000000356,7.5,38.541308,-121.749527
356000000000364,7.5,38.5411,-121.7492
356000000000372,7.5,38.541063,-121.749166
356000000000380,7.5,38.541096,-121.749233
356000000000398,7.5,38.541072,-121.749538
356000000000406,7.5,38.541033,-121.749244
356000000000414,7.5,38.541317,-121.74939
356000000000422,7.5,38.541061,-121.749433
356000000000430,7.5,38.541049,-121.749124
356000000000448,7.5,38.540904,-121.749596
356000000000455,7.5,38.541166,-121.749398
356000000000463,7.5,38.541012,-121.749119
356000000000471,7.5,38.541055,-121.749612
356000000000489,7.5,38.541063,-121.748997
356000000000497,7.5,38.541198,-121.749109
356000000000505,7.5,38.541208,-121.749641
356000000000513,7.5,38.541056,-121.749231
356000000000521,7.5,38.541098,-121.749508
356000000000539,7.5,38.540995,-121.749564
356000000000547,7.5,38.541296,-121.749298
356000000000554,7.5,38.541072,-121.749181
356000000000562,7.5,38.540997,-121.749444
356000000000570,7.5,38.541357,-121.749128
356000000000588,7.5,38.541181,-121.749387
356000000000596,7.5,38.540952,-121.749299
356000000000604,7.5,38.54117,-121.749296
356000000000612,7.5,38.541192,-121.749201
356000000000620,7.5,38.541081,-121.749705
356000000000638,7.5,38.541301,-121.749637
356000000000646,7.5,38.541244,-121.749055
356000000000653,7.5,38.540908,-121.74936
356000000000661,7.5,38.54128,-121.749048
356000000000679,7.5,38.54117,-121.749782
356000000000687,7.5,38.541155,-121.749556
356000000000695,7.5,38.540954,-121.749105
356000000000703,7.5,38.541063,-121.749355
356000000000711,7.5,38.541261,-121.749405
356000000000729,7.5,38.541031,-121.749481
356000000000737,7.5,38.541212,-121.749339
356000000000745,7.5,38.540955,-121.749481
356000000000752,7.5,38.54115,-121.748995
356000000000760,7.5,38.541116,-121.749397
356000000000778,7.5,38.540985,-121.749469
356000000000786,7.5,38.541148,-121.749454
356000000000794,7.5,38.541057,-121.749548
356000000000802,7.5,38.541239,-121.749545
356000000000810,7.5,38.541291,-121.749517
356000000000828,7.5,38.540957,-121.749232
356000000000836,7.5,38.541128,-121.749597
356000000000844,7.5,38.540943,-121.749525
356000000000851,7.5,38.541195,-121.749044
356000000000869,7.5,38.541285,-121.749299
356000000000877,7.5,38.540903,-121.749112
356000000000885,7.5,38.541077,-121.749592
356000000000893,7.5,38.541093,-121.749405
356000000000901,7.5,38.541119,-121.749192
356000000000919,7.5,38.540927,-121.749084
356000000000927,7.5,38.540981,-121.749479
356000000000935,7.5,38.540938,-121.749104
356000000000943,7.5,38.54116,-121.74959
356000000000950,7.5,38.540927,-121.749375
356000000000968,7.5,38.54122,-121.749464
356000000000976,7.5,38.541271,-121.749394
356000000000984,7.5,38.540861,-121.74925
356000000000992,7.5,38.54126,-121.749075
356000000000000,10.0,38.540816,-121.749362
356000000000018,10.0,38.540984,-121.74949
356000000000026,10.0,38.541212,-121.749347
356000000000034,10.0,38.540922,-121.749136
356000000000042,10.0,38.541007,-121.749381
356000000000059,10.0,38.541006,-121.74953
356000000000067,10.0,38.540882,-121.749587
356000000000075,10.0,38.541021,-121.749229
356000000000083,10.0,38.541263,-121.749536
356000000000091,10.0,38.540886,-121.749184
356000000000109,10.0,38.541304,-121.749238
356000000000117,10.0,38.540845,-121.74946
356000000000125,10.0,38.541035,-121.749099
356000000000133,10.0,38.540833,-121.749619
356000000000141,10.0,38.541155,-121.749162
356000000000158,10.0,38.54115,-121.749074
356000000000166,10.0,38.541264,-121.749242
356000000000174,10.0,38.541132,-121.749431
356000000000182,10.0,38.541162,-121.749172
356000000000190,10.0,38.541131,-121.749022
356000000000208,10.0,38.54083,-121.749325
356000000000216,10.0,38.541088,-121.749446
356000000000224,10.0,38.540988,-121.749602
356000000000232,10.0,38.541072,-121.749489
356000000000240,10.0,38.540973,-121.749349
356000000000257,10.0,38.541046,-121.749518
356000000000265,10.0,38.541206,-121.749571
356000000000273,10.0,38.541209,-121.749147
356000000000281,10.0,38.541211,-121.74955
356000000000299,10.0,38.541028,-121.74969
356000000000307,10.0,38.541241,-121.749002
356000000000315,10.0,38.541191,-121.749329
356000000000323,10.0,38.541233,-121.749165
356000000000331,10.0,38.540833,-121.749621
356000000000349,10.0,38.541004,-121.749467
356000000000356,10.0,38.541308,-121.749527
356000000000364,10.0,38.541125,-121.749218
356000000000372,10.0,38.541064,-121.749131
356000000000380,10.0,38.541098,-121.749269
356000000000398,10.0,38.541098,-121.749552
356000000000406,10.0,38.541044,-121.749217
356000000000414,10.0,38.541126,-121.749366
356000000000422,10.0,38.541087,-121.749438
356000000000430,10.0,38.541028,-121.749141
356000000000448,10.0,38.540904,-121.749596
356000000000455,10.0,38.541166,-121.749336
356000000000463,10.0,38.540992,-121.749094
356000000000471,10.0,38.541055,-121.749612
356000000000489,10.0,38.541044,-121.748971
356000000000497,10.0,38.541174,-121.749115
356000000000505,10.0,38.541208,-121.749641
356000000000513,10.0,38.541032,-121.749223
356000000000521,10.0,38.541074,-121.749512
356000000000539,10.0,38.540967,-121.749557
356000000000547,10.0,38.54129,-121.749267
356000000000554,10.0,38.541096,-121.749193
356000000000562,10.0,38.541009,-121.749471
356000000000570,10.0,38.541384,-121.749129
356000000000588,10.0,38.541185,-121.749357
356000000000596,10.0,38.541091,-121.749354
356000000000604,10.0,38.541185,-121.749324
356000000000612,10.0,38.541215,-121.749201
356000000000620,10.0,38.541098,-121.749725
356000000000638,10.0,38.541301,-121.749637
356000000000646,10.0,38.54124,-121.749025
356000000000653,10.0,38.540908,-121.749323
356000000000661,10.0,38.54127,-121.749016
356000000000679,10.0,38.541192,-121.749843
356000000000687,10.0,38.541131,-121.749539
356000000000695,10.0,38.540958,-121.74907
356000000000703,10.0,38.54104,-121.749348
356000000000711,10.0,38.541256,-121.749374
356000000000729,10.0,38.541048,-121.749506
356000000000737,10.0,38.541212,-121.749339
356000000000745,10.0,38.540932,-121.749464
356000000000752,10.0,38.541141,-121.748967
356000000000760,10.0,38.541116,-121.749397
356000000000778,10.0,38.540985,-121.749432
356000000000786,10.0,38.541148,-121.749454
356000000000794,10.0,38.541082,-121.749558
356000000000802,10.0,38.541262,-121.749525
356000000000810,10.0,38.541291,-121.749517
356000000000828,10.0,38.540971,-121.749257
356000000000836,10.0,38.541108,-121.749384
356000000000844,10.0,38.540943,-121.749525
356000000000851,10.0,38.541213,-121.749022
356000000000869,10.0,38.541302,-121.749272
356000000000877,10.0,38.540881,-121.749087
356000000000885,10.0,38.541077,-121.749592
356000000000893,10.0,38.541093,-121.749405
356000000000901,10.0,38.541097,-121.749179
356000000000919,10.0,38.540927,-121.749084
356000000000927,10.0,38.540963,-121.749499
356000000000935,10.0,38.540919,-121.749087
356000000000943,10.0,38.541185,-121.749607
356000000000950,10.0,38.5409,-121.749365
356000000000968,10.0,38.541193,-121.749451
356000000000976,10.0,38.541271,-121.749394
356000000000984,10.0,38.540846,-121.749223
356000000000992,10.0,38.54126,-121.749075
356000000000000,12.5,38.540796,-121.749383
356000000000018,12.5,38.540984,-121.74949
356000000000026,12.5,38.541218,-121.749377
356000000000034,12.5,38.540922,-121.749136
356000000000042,12.5,38.541035,-121.749375
356000000000059,12.5,38.54098,-121.749532
356000000000067,12.5,38.54086,-121.749575
356000000000075,12.5,38.540994,-121.749217
356000000000083,12.5,38.541292,-121.749539
356000000000091,12.5,38.540886,-121.749184
356000000000109,12.5,38.541331,-121.749251
356000000000117,12.5,38.540818,-121.749462
356000000000125,12.5,38.541035,-121.749099
356000000000133,12.5,38.54081,-121.749626
356000000000141,12.5,38.541155,-121.749162
356000000000158,12.5,38.541135,-121.749046
356000000000166,12.5,38.54125,-121.749218
356000000000174,12.5,38.541132,-121.749431
356000000000182,12.5,38.541162,-121.749172
356000000000190,12.5,38.541128,-121.748989
356000000000208,12.5,38.540811,-121.749345
356000000000216,12.5,38.541107,-121.749428
356000000000224,12.5,38.540988,-121.749602
356000000000232,12.5,38.541088,-121.749464
356000000000240,12.5,38.540954,-121.749365
356000000000257,12.5,38.541064,-121.749538
356000000000265,12.5,38.541181,-121.74959
356000000000273,12.5,38.541222,-121.749115
356000000000281,12.5,38.541211,-121.74955
356000000000299,12.5,38.541021,-121.749724
356000000000307,12.5,38.541258,-121.748982
356000000000315,12.5,38.541191,-121.749329
356000000000323,12.5,38.541233,-121.749165
356000000000331,12.5,38.540817,-121.749647
356000000000349,12.5,38.541004,-121.749467
356000000000356,12.5,38.541308,-121.749527
356000000000364,12.5,38.54115,-121.749236
356000000000372,12.5,38.541064,-121.749096
356000000000380,12.5,38.5411,-121.749305
356000000000398,12.5,38.541124,-121.749566
356000000000406,12.5,38.541055,-121.749189
356000000000414,12.5,38.541126,-121.749366
356000000000422,12.5,38.541114,-121.749443
356000000000430,12.5,38.541006,-121.749157
356000000000448,12.5,38.540904,-121.749596
356000000000455,12.5,38.541166,-121.749274
356000000000463,12.5,38.540971,-121.749069
356000000000471,12.5,38.541055,-121.749612
356000000000489,12.5,38.541024,-121.748944
356000000000497,12.5,38.54115,-121.749121
356000000000505,12.5,38.541208,-121.749641
356000000000513,12.5,38.541009,-121.749214
356000000000521,12.5,38.54105,-121.749516
356000000000539,12.5,38.540939,-121.74955
356000000000547,12.5,38.541284,-121.749237
356000000000554,12.5,38.541119,-121.749204
356000000000562,12.5,38.54102,-121.749499
356000000000570,12.5,38.541147,-121.749332
356000000000588,12.5,38.541188,-121.749327
356000000000596,12.5,38.541091,-121.749354
356000000000604,12.5,38.5412,-121.749352
356000000000612,12.5,38.541238,-121.749201
356000000000620,12.5,38.541116,-121.749744
356000000000638,12.5,38.541301,-121.749637
356000000000646,12.5,38.541236,-121.748996
356000000000653,12.5,38.540908,-121.749285
356000000000661,12.5,38.54126,-121.748984
356000000000679,12.5,38.541215,-121.749903
356000000000687,12.5,38.541108,-121.749521
356000000000695,12.5,38.540962,-121.749036
356000000000703,12.5,38.541018,-121.749341
356000000000711,12.5,38.541251,-121.749344
356000000000729,12.5,38.541066,-121.749532
356000000000737,12.5,38.541212,-121.749339
356000000000745,12.5,38.540909,-121.749447
356000000000752,12.5,38.541132,-121.74894
356000000000760,12.5,38.541116,-121.749397
356000000000778,12.5,38.540986,-121.749395
356000000000786,12.5,38.541148,-121.749454
356000000000794,12.5,38.541107,-121.749569
356000000000802,12.5,38.541286,-121.749504
356000000000810,12.5,38.541291,-121.749517
356000000000828,12.5,38.540985,-121.749283
356000000000836,12.5,38.541108,-121.749384
356000000000844,12.5,38.540943,-121.749525
356000000000851,12.5,38.541231,-121.748999
356000000000869,12.5,38.541318,-121.749246
356000000000877,12.5,38.540859,-121.749063
356000000000885,12.5,38.541077,-121.749592
356000000000893,12.5,38.54109,-121.749414
356000000000901,12.5,38.541074,-121.749166
356000000000919,12.5,38.540927,-121.749084
356000000000927,12.5,38.540945,-121.74952
356000000000935,12.5,38.5409,-121.74907
356000000000943,12.5,38.54121,-121.749624
356000000000950,12.5,38.540873,-121.749355
356000000000968,12.5,38.541167,-121.749437
356000000000976,12.5,38.541271,-121.749394
356000000000984,12.5,38.540831,-121.749195
356000000000992,12.5,38.54126,-121.749075
356000000000000,15.0,38.540749,-121.749384
356000000000018,15.0,38.540947,-121.749545
356000000000026,15.0,38.541276,-121.749387
356000000000034,15.0,38.540884,-121.749083
356000000000042,15.0,38.540985,-121.749397
356000000000059,15.0,38.540937,-121.749582
356000000000067,15.0,38.54082,-121.749627
356000000000075,15.0,38.540952,-121.749167
356000000000083,15.0,38.541331,-121.749577
356000000000091,15.0,38.540841,-121.74915
356000000000109,15.0,38.541376,-121.749225
356000000000117,15.0,38.540767,-121.749468
356000000000125,15.0,38.541035,-121.749099
356000000000133,15.0,38.540772,-121.74966
356000000000141,15.0,38.541162,-121.749097
356000000000158,15.0,38.541134,-121.748981
356000000000166,15.0,38.541289,-121.74918
356000000000174,15.0,38.541132,-121.749431
356000000000182,15.0,38.541183,-121.74911
356000000000190,15.0,38.541133,-121.748927
356000000000208,15.0,38.54076,-121.74933
356000000000216,15.0,38.5411,-121.749492
356000000000224,15.0,38.540973,-121.749633
356000000000232,15.0,38.541078,-121.749496
356000000000240,15.0,38.540897,-121.749364
356000000000257,15.0,38.541052,-121.749601
356000000000265,15.0,38.541207,-121.749652
356000000000273,15.0,38.541258,-121.749063
356000000000281,15.0,38.541247,-121.749604
356000000000299,15.0,38.541006,-121.749793
356000000000307,15.0,38.541289,-121.74892
356000000000315,15.0,38.541238,-121.749312
356000000000323,15.0,38.541267,-121.749118
356000000000331,15.0,38.540781,-121.749687
356000000000349,15.0,38.540958,-121.749513
356000000000356,15.0,38.54135,-121.749557
356000000000364,15.0,38.541172,-121.749168
356000000000372,15.0,38.541052,-121.74904
356000000000380,15.0,38.541086,-121.749244
356000000000398,15.0,38.541135,-121.749639
356000000000406,15.0,38.541038,-121.749129
356000000000414,15.0,38.541126,-121.749366
356000000000422,15.0,38.541114,-121.749443
356000000000430,15.0,38.540985,-121.749094
356000000000448,15.0,38.540861,-121.749644
356000000000455,15.0,38.541203,-121.74922
356000000000463,15.0,38.540943,-121.749023
356000000000471,15.0,38.541047,-121.749673
356000000000489,15.0,38.541011,-121.748887
356000000000497,15.0,38.541162,-121.749062
356000000000505,15.0,38.541233,-121.749695
356000000000513,15.0,38.540973,-121.749161
356000000000521,15.0,38.541023,-121.749574
356000000000539,15.0,38.540897,-121.749598
356000000000547,15.0,38.541328,-121.74919
356000000000554,15.0,38.54112,-121.749142
356000000000562,15.0,38.54099,-121.749548
356000000000570,15.0,38.541147,-121.749332
356000000000588,15.0,38.54123,-121.749303
356000000000596,15.0,38.541091,-121.749354
356000000000604,15.0,38.541255,-121.749352
356000000000612,15.0,38.541269,-121.749158
356000000000620,15.0,38.541116,-121.749806
356000000000638,15.0,38.541338,-121.749682
356000000000646,15.0,38.541252,-121.748967
