t,outward_fraction,mean_outward_speed_mps
327.5,0.35555555555555557,2.2429426170922793
330.0,0.2826086956521739,2.275379693030481
332.5,0.2765957446808511,2.282292114529155
335.0,0.2222222222222222,2.2548392507734727
337.5,0.19148936170212766,2.2856416897339824
340.0,0.21739130434782608,2.3178952777350146
342.5,0.22916666666666666,2.3194693904167702
345.0,0.2857142857142857,2.328410094724915
347.5,0.2391304347826087,2.368166658629949
350.0,0.3125,2.290673405909961
352.5,0.2826086956521739,2.2758783339366038
355.0,0.2765957446808511,2.2413015707097403
357.5,0.2765957446808511,2.251717501483385
360.0,0.32653061224489793,2.2312226442484375
362.5,0.2857142857142857,2.245220971591127
365.0,0.24489795918367346,2.2758367083021143
367.5,0.2708333333333333,2.259528438163263
370.0,0.2826086956521739,2.308236281437231
372.5,0.21428571428571427,2.3494251086617566
375.0,0.23404255319148937,2.3863903131211015
377.5,0.2553191489361702,2.3957112994459155
380.0,0.2553191489361702,2.346454179439087
382.5,0.25,2.322651632884233
385.0,0.2826086956521739,2.3335446727169544
387.5,0.2978723404255319,2.312664629114308
390.0,0.2765957446808511,2.2711710554611253
392.5,0.30612244897959184,2.233153882534882
395.0,0.25,2.18945992556086
397.5,0.2553191489361702,2.183278745687326
400.0,0.3333333333333333,2.2435558469815615
402.5,0.3404255319148936,2.2736574965339025
405.0,0.2765957446808511,2.2902488594821477
407.5,0.32608695652173914,2.3294821199744207
410.0,0.2727272727272727,2.3633309849367365
412.5,0.2916666666666667,2.328423346040565
415.0,0.2765957446808511,2.314199903822629
417.5,0.2608695652173913,2.276130943291245
420.0,0.23255813953488372,2.2480748788328313
422.5,0.24489795918367346,2.267661896227701
425.0,0.2826086956521739,2.3334077231626567
427.5,0.34782608695652173,2.3066059311797265
430.0,0.3404255319148936,2.3437049223377358
432.5,0.375,2.342040334377474
435.0,0.3958333333333333,2.3127657664274763
437.5,0.3488372093023256,2.2824682939280354
440.0,0.3191489361702128,2.2077781280277944
442.5,0.3111111111111111,2.2222860093082533
445.0,0.24444444444444444,2.236773417021163
447.5,0.23404255319148937,2.2627485737599646
450.0,0.23404255319148937,2.310257916256798
452.5,0.3125,2.3260223790574557
455.0,0.26666666666666666,2.3539653484669105
457.5,0.3541666666666667,2.327072696719725
460.0,0.41304347826086957,2.2870127818283508
462.5,0.37777777777777777,2.2568498131080004
465.0,0.3617021276595745,2.2410198018399923
467.5,0.3617021276595745,2.2150845161731403
470.0,0.3333333333333333,2.1959632714636816
472.5,0.26666666666666666,2.2459411363720814
475.0,0.29545454545454547,2.2801649269467834
477.5,0.2916666666666667,2.268286269874412
480.0,0.32,2.2526185416973346
482.5,0.3695652173913043,2.290071468108422
485.0,0.38636363636363635,2.3386912934831168
487.5,0.4791666666666667,2.349231918155016
490.0,0.4146341463414634,2.380286040941228
492.5,0.32608695652173914,2.374210054325571
495.0,0.28888888888888886,2.2668651723517113
497.5,0.2765957446808511,2.224120037413534
500.0,0.2916666666666667,2.229796517160964
502.5,0.3404255319148936,2.3000684099875133
505.0,0.42,2.3011244383925487
507.5,0.45652173913043476,2.3203836446122628
510.0,0.3409090909090909,2.3450057583634076
512.5,0.3333333333333333,2.3204078598821147
515.0,0.24444444444444444,2.2433853559795307
517.5,0.22448979591836735,2.223948803027668
520.0,0.1590909090909091,2.2684887810933314
522.5,0.1702127659574468,2.2509835547772
525.0,0.20833333333333334,2.235206038513126
527.5,0.2553191489361702,2.249016097611364
530.0,0.32,2.275882622131488
532.5,0.3404255319148936,2.2434790641164284
535.0,0.3829787234042553,2.2464243987770884
537.5,0.34782608695652173,2.266172496719583
540.0,0.2619047619047619,2.216364841993934
542.5,0.17391304347826086,2.2638195371975787
545.0,0.14583333333333334,2.2552183134156523
547.5,0.1111111111111111,2.3198503548063565
550.0,0.16666666666666666,2.3002706328489553
552.5,0.2765957446808511,2.3164944685507054
555.0,0.3469387755102041,2.3019432265505455
557.5,0.4,2.3104284413002456
560.0,0.375,2.3073251860505093
562.5,0.37777777777777777,2.285853008577466
565.0,0.3333333333333333,2.256545199467499
567.5,0.2558139534883721,2.2527031168366465
570.0,0.2391304347826087,2.3291823835784515
572.5,0.2553191489361702,2.2866804534452183
575.0,0.2553191489361702,2.236761795263904
577.5,0.3191489361702128,2.244674588448335
580.0,0.37777777777777777,2.213392534075635
582.5,0.3877551020408163,2.228410026539507
585.0,0.3877551020408163,2.245678761192544
587.5,0.43478260869565216,2.2928925726156466
590.0,0.391304347826087,2.323526022819422
592.5,0.275,2.3895003892698012
595.0,0.2391304347826087,2.3313682051029265
597.5,0.24489795918367346,2.341181863743414
600.0,0.1956521739130435,2.336095593194443
602.5,0.1836734693877551,2.2942725493432823
605.0,0.22916666666666666,2.331748363038749
607.5,0.17777777777777778,2.3478196301183765
610.0,0.25,2.2952647355901328
612.5,0.2765957446808511,2.2480576305649844
615.0,0.26666666666666666,2.233860376248565
617.5,0.2708333333333333,2.2185423020340744
620.0,0.3191489361702128,2.2540772074188893
622.5,0.26666666666666666,2.251829948234021
625.0,0.21739130434782608,2.2431825271540533
627.5,0.2127659574468085,2.2252165978766323
630.0,0.21739130434782608,2.2452235036999015
632.5,0.21739130434782608,2.3021417187503075
635.0,0.2127659574468085,2.3103882004688816
637.5,0.23404255319148937,2.3474940460862497
640.0,0.2765957446808511,2.352655574134562
642.5,0.2553191489361702,2.3513683373138545
645.0,0.3111111111111111,2.322481955418214
647.5,0.32608695652173914,2.335273521758351
650.0,0.2916666666666667,2.3204447331970037
652.5,0.23404255319148937,2.3621816326610303
655.0,0.3125,2.355536534009084
657.5,0.30952380952380953,2.3922129314118177
660.0,0.26666666666666666,2.3928385112509116
662.5,0.2653061224489796,2.393069374651571
665.0,0.30434782608695654,2.382810562229241
667.5,0.2608695652173913,2.4077336434217886
670.0,0.2765957446808511,2.380128045058467
672.5,0.2978723404255319,2.383483248432507
675.0,0.2916666666666667,2.338385821205501
677.5,0.3023255813953488,2.3255125214744035
680.0,0.2916666666666667,2.330238080243718
682.5,0.2608695652173913,2.3452193407897095
685.0,0.3,2.350023690949726
687.5,0.3191489361702128,2.3440538406746816
690.0,0.2727272727272727,2.3482433026601863
692.5,0.2127659574468085,2.346692437076262
695.0,0.2127659574468085,2.320454026186699
697.5,0.24489795918367346,2.3058054663652965
700.0,0.19047619047619047,2.237362319510315
702.5,0.20408163265306123,2.312135683562097
705.0,0.20408163265306123,2.3016412477118298
707.5,0.2391304347826087,2.3590688756353804
710.0,0.19148936170212766,2.4068598844047555
712.5,0.16666666666666666,2.343207388947913
715.0,0.2,2.3446976668012285
717.5,0.1956521739130435,2.3036695630435755
720.0,0.20833333333333334,2.307614319504885
722.5,0.2653061224489796,2.334218426856279
725.0,0.3829787234042553,2.3051592659333653
727.5,0.3111111111111111,2.327766466076707
730.0,0.3125,2.2921223880899313
732.5,0.3023255813953488,2.236826306014147
735.0,0.2653061224489796,2.23360819133132
737.5,0.16666666666666666,2.1959304384840457
740.0,0.20833333333333334,2.225817695326947
742.5,0.2653061224489796,2.2167391048007987
745.0,0.3191489361702128,2.2827447437977595
747.5,0.3404255319148936,2.3040257172657364
750.0,0.40425531914893614,2.306154668166394
752.5,0.3409090909090909,2.305464878483945
755.0,0.26666666666666666,2.331482163675957
757.5,0.2553191489361702,2.27675503262938
760.0,0.21739130434782608,2.2767049180333316
762.5,0.1590909090909091,2.2587417497735416
765.0,0.2553191489361702,2.2740824286274477
767.5,0.3125,2.2744954101875887
770.0,0.3673469387755102,2.276847836320127
772.5,0.3404255319148936,2.2815151770062077
775.0,0.44680851063829785,2.269795137099891
777.5,0.4,2.2683499501535156
780.0,0.3409090909090909,2.2725990676728633
782.5,0.2978723404255319,2.273162876995636
785.0,0.14285714285714285,2.1555059766092857
787.5,0.10204081632653061,2.1667070497080805
790.0,0.1702127659574468,2.2166171647918467
792.5,0.2127659574468085,2.2762843145155665
795.0,0.3333333333333333,2.2894222022338795
797.5,0.4,2.3072756973949033
800.0,0.4375,2.301392756620288
802.5,0.4888888888888889,2.32005463522562
805.0,0.3902439024390244,2.334149242079808
807.5,0.2857142857142857,2.345358349779899
810.0,0.19148936170212766,2.356542375755991
812.5,0.17391304347826086,2.392624976144774
815.0,0.19148936170212766,2.432189388392038
817.5,0.13636363636363635,2.347596361769641
820.0,0.20833333333333334,2.3060062836000625
822.5,0.24,2.2853994863905815
825.0,0.3191489361702128,2.214153854041196
827.5,0.3541666666666667,2.2645966521602188
830.0,0.34782608695652173,2.2664566331339717
832.5,0.3404255319148936,2.2921571857457295
835.0,0.30434782608695654,2.3134953338790423
837.5,0.25,2.277740110948553
840.0,0.17777777777777778,2.287058712792247
842.5,0.09090909090909091,2.2616004606143356
845.0,0.16326530612244897,2.2445873127395446
847.5,0.22916666666666666,2.2647121529985705
850.0,0.3111111111111111,2.2348821987293412
852.5,0.375,2.2460456539803064
855.0,0.3958333333333333,2.2448008285329086
857.5,0.37777777777777777,2.2236864769661655
860.0,0.34782608695652173,2.2105148082308883
862.5,0.41304347826086957,2.277140769213461
865.0,0.3023255813953488,2.205800840387427
867.5,0.22727272727272727,2.2586442403281657
870.0,0.22916666666666666,2.2825271534674303
872.5,0.28,2.2397455990954795
875.0,0.25,2.226201666109899
877.5,0.3404255319148936,2.2617580536490545
880.0,0.4375,2.2579380565802105
882.5,0.4318181818181818,2.2729002011050654
885.0,0.3695652173913043,2.3096051539826563
887.5,0.29545454545454547,2.2760426762014743
890.0,0.1956521739130435,2.2275462983252154
892.5,0.17391304347826086,2.2653236699126578
895.0,0.19148936170212766,2.271639616699541
897.5,0.1702127659574468,2.273424197488719
900.0,0.20408163265306123,2.3292764682520426
902.5,0.23404255319148937,2.3343327759558408
905.0,0.2553191489361702,2.364252726198175
907.5,0.2553191489361702,2.374866450221084
910.0,0.2,2.39553412654279
912.5,0.2127659574468085,2.317541959825851
915.0,0.20408163265306123,2.2749837991293793
917.5,0.2826086956521739,2.2956164519009326
920.0,0.2916666666666667,2.281822068256561
922.5,0.3404255319148936,2.2857251512513144
925.0,0.3617021276595745,2.264994459764023
927.5,0.2727272727272727,2.2743448555908814
930.0,0.2619047619047619,2.2622503313401463
932.5,0.19148936170212766,2.305161341220118
935.0,0.13043478260869565,2.2982305823221285
937.5,0.1836734693877551,2.322605441423517
940.0,0.2653061224489796,2.3512660800288487
942.5,0.3488372093023256,2.2965201492328213
945.0,0.3541666666666667,2.3392356379849737
947.5,0.3191489361702128,2.322023462533115
950.0,0.28888888888888886,2.294253680414417
952.5,0.2978723404255319,2.327791470561356
955.0,0.24444444444444444,2.3863057262411953
957.5,0.22916666666666666,2.3510088871527226
960.0,0.2553191489361702,2.3388498788923293
962.5,0.2553191489361702,2.3235850404322282
965.0,0.24444444444444444,2.3164098504219157
967.5,0.2,2.313535847743012
970.0,0.22448979591836735,2.345828199007504
972.5,0.23809523809523808,2.3367745264731754
975.0,0.28,2.346832066035613
977.5,0.2608695652173913,2.3333197853831456
980.0,0.3125,2.302133228032888
982.5,0.2916666666666667,2.3100813874251673
985.0,0.30434782608695654,2.2760278172415833
987.5,0.2608695652173913,2.2388599476084066
990.0,0.2608695652173913,2.233514957013346
992.5,0.24489795918367346,2.2724616927428802
995.0,0.2127659574468085,2.3040333766394756
997.5,0.2391304347826087,2.3709252695300957
1000.0,0.13953488372093023,2.4470871613315914
1002.5,0.20833333333333334,2.4169571398447003
1005.0,0.1875,2.363388398092618
1007.5,0.22916666666666666,2.312444534573833
1010.0,0.23404255319148937,2.229662978241681
1012.5,0.2826086956521739,2.2546640758284173
1015.0,0.30434782608695654,2.2995401819085073
1017.5,0.2916666666666667,2.313528874831698
1020.0,0.2978723404255319,2.327806037159981
1022.5,0.26666666666666666,2.2942265104709714
1025.0,0.28888888888888886,2.2978719943450447
1027.5,0.2222222222222222,2.227388559788571
1030.0,0.22916666666666666,2.2706950288268923
1032.5,0.22916666666666666,2.288279690717968
1035.0,0.22727272727272727,2.2946837056083806
1037.5,0.2857142857142857,2.2961988059340697
1040.0,0.3404255319148936,2.3413238045066924
1042.5,0.3111111111111111,2.289032441232255
1045.0,0.2916666666666667,2.278493046013364
1047.5,0.2916666666666667,2.288908261600487
1050.0,0.2558139534883721,2.261057607347998
1052.5,0.2553191489361702,2.2463265500638783
1055.0,0.2608695652173913,2.3039142135933965
1057.5,0.30434782608695654,2.283255444789905
1060.0,0.3191489361702128,2.308730276150045
1062.5,0.3829787234042553,2.3020260466583977
1065.0,0.38095238095238093,2.309954239555696
1067.5,0.3333333333333333,2.316654926408451
1070.0,0.28888888888888886,2.3437685833180835
1072.5,0.3191489361702128,2.3204618629116394
1075.0,0.2553191489361702,2.267472057589604
1077.5,0.22727272727272727,2.3140600992767935
1080.0,0.20454545454545456,2.243807703814433
1082.5,0.26,2.229831250108465
1085.0,0.3191489361702128,2.2472442307847538
1087.5,0.2916666666666667,2.2544208777957015
1090.0,0.36,2.299737338568492
1092.5,0.3829787234042553,2.2998769601582794
1095.0,0.3111111111111111,2.335125417574535
1097.5,0.22727272727272727,2.2712072056100636
1100.0,0.17777777777777778,2.2686884081928143
1102.5,0.1276595744680851,2.1654805019360075
1105.0,0.12244897959183673,2.263944060238107
1107.5,0.14583333333333334,2.28706841043727
1110.0,0.22916666666666666,2.301726740088672
1112.5,0.21739130434782608,2.3155463814712314
1115.0,0.3333333333333333,2.324360211650297
1117.5,0.34782608695652173,2.3276318243564016
1120.0,0.2765957446808511,2.3273520503984795
1122.5,0.2608695652173913,2.3186019299414666
1125.0,0.2608695652173913,2.3487572331874906
1127.5,0.23404255319148937,2.3394534496523187
1130.0,0.2391304347826087,2.3311986197065377
1132.5,0.2916666666666667,2.307929945809582
1135.0,0.2765957446808511,2.331006088065476
1137.5,0.2,2.30465360813763
1140.0,0.1956521739130435,2.320958820349536
1142.5,0.15555555555555556,2.268462548603565
1145.0,0.1875,2.3098761565641763
1147.5,0.16326530612244897,2.283269304305731
1150.0,0.22,2.2980413273812883
1152.5,0.23404255319148937,2.327706285745626
1155.0,0.2826086956521739,2.375460850291563
1157.5,0.2391304347826087,2.3640231668640515
1160.0,0.1702127659574468,2.3739268711419217
1162.5,0.19148936170212766,2.321509061689377
1165.0,0.1875,2.3093638866543844
1167.5,0.13953488372093023,2.2755119634647825
1170.0,0.20833333333333334,2.2634486853249887
1172.5,0.2553191489361702,2.244946558876294
1175.0,0.2708333333333333,2.265873385518665
1177.5,0.2978723404255319,2.2919749760952195
1180.0,0.2619047619047619,2.300168088967857
1182.5,0.3333333333333333,2.2672318696735387
1185.0,0.3125,2.292227113923452
1187.5,0.27906976744186046,2.2892217425235235
1190.0,0.2608695652173913,2.2812143794334254
1192.5,0.2916666666666667,2.3130711559400083
1195.0,0.30434782608695654,2.3183384402728167
1197.5,0.32653061224489793,2.334528223393484
1200.0,0.3333333333333333,2.3247797331373734
1202.5,0.34782608695652173,2.302946904603069
1205.0,0.2826086956521739,2.303287136178233
1207.5,0.20454545454545456,2.2780754746417764
1210.0,0.2127659574468085,2.243472140821176
1212.5,0.20408163265306123,2.2417472671162075
1215.0,0.2,2.2374825822910904
1217.5,0.2653061224489796,2.220238226636441
1220.0,0.32608695652173914,2.257770133896115
1222.5,0.3617021276595745,2.272365186740296
1225.0,0.3404255319148936,2.26682167192724
1227.5,0.3953488372093023,2.299124369149872
1230.0,0.37209302325581395,2.318447702820511
1232.5,0.3541666666666667,2.345037059266524
1235.0,0.3191489361702128,2.344100624719638
1237.5,0.2978723404255319,2.3381018048271396
1240.0,0.3023255813953488,2.2559771044443497
1242.5,0.2916666666666667,2.286782538973056
1245.0,0.2826086956521739,2.268092969427804
1247.5,0.2391304347826087,2.2385813942627544
1250.0,0.30612244897959184,2.2569679903163395
1252.5,0.3404255319148936,2.2953064130257563
1255.0,0.3191489361702128,2.2715531692595774
1257.5,0.3191489361702128,2.2352534486455493
1260.0,0.30612244897959184,2.220514339781893
1262.5,0.20930232558139536,2.1074760013727976
1265.0,0.20833333333333334,2.1355113665027226
1267.5,0.21739130434782608,2.1987650593827626
1270.0,0.20833333333333334,2.21096262893559
1272.5,0.20833333333333334,2.253716310465319
1275.0,0.2916666666666667,2.2979277566668905
1277.5,0.25,2.265097099816853
1280.0,0.21739130434782608,2.275465019031826
1282.5,0.2708333333333333,2.3454489350252885
1285.0,0.2765957446808511,2.3072497981128355
1287.5,0.2391304347826087,2.3406821478528403
1290.0,0.2765957446808511,2.341957627682358
1292.5,0.3333333333333333,2.366704053820992
1295.0,0.2826086956521739,2.3206560995052317
1297.5,0.29545454545454547,2.3375620470211453
1300.0,0.23404255319148937,2.2831931409767536
1302.5,0.1590909090909091,2.209586173742788
1305.0,0.18,2.1819877584114438
1307.5,0.2127659574468085,2.250153474656359
1310.0,0.2,2.289664478513647
1312.5,0.25,2.338509900607241
1315.0,0.2978723404255319,2.344563641011297
1317.5,0.3333333333333333,2.328376775631152
1320.0,0.3333333333333333,2.3042762816165188
1322.5,0.2926829268292683,2.284487508630549
1325.0,0.2708333333333333,2.3221959893977955
1327.5,0.25,2.358593608871773
1330.0,0.1702127659574468,2.3415228479245713
1332.5,0.20833333333333334,2.3996792016020505
1335.0,0.1956521739130435,2.460545520097122
1337.5,0.14893617021276595,2.4506447728109455
1340.0,0.16666666666666666,2.3524426705139847
1342.5,0.13043478260869565,2.305436803300982
1345.0,0.14893617021276595,2.2633229244793527
1347.5,0.1836734693877551,2.2820556680913846
1350.0,0.2978723404255319,2.3057149155274774
1352.5,0.2916666666666667,2.3106596374668746
1355.0,0.28888888888888886,2.323382434179262
1357.5,0.2653061224489796,2.3612138330251367
1360.0,0.20454545454545456,2.3641692340165976
1362.5,0.13333333333333333,2.3097407178393317
1365.0,0.10869565217391304,2.419998704301875
1367.5,0.14583333333333334,2.293846542924791
1370.0,0.16666666666666666,2.324670411806798
1372.5,0.1956521739130435,2.26780611577485
1375.0,0.2,2.27233421451618
1377.5,0.2127659574468085,2.2220030535775015
1380.0,0.23404255319148937,2.2741321645076407
1382.5,0.23404255319148937,2.2771674170190828
1385.0,0.18181818181818182,2.3239956591381823
1387.5,0.2127659574468085,2.337494420170977
1390.0,0.17777777777777778,2.254085225560991
1392.5,0.16666666666666666,2.3017672647889458
1395.0,0.21739130434782608,2.2138062931735165
1397.5,0.2653061224489796,2.2161954904544503
1400.0,0.3191489361702128,2.168375551792872
1402.5,0.3333333333333333,2.2269268560632662
1405.0,0.32653061224489793,2.227886447737978
1407.5,0.3191489361702128,2.2908036163076932
1410.0,0.3023255813953488,2.3394205526159793
1412.5,0.24444444444444444,2.331839927918833
1415.0,0.23404255319148937,2.327121902300477
1417.5,0.2222222222222222,2.3286210857273533
1420.0,0.22448979591836735,2.2681818650000336
1422.5,0.25,2.2741127396010836
1425.0,0.2978723404255319,2.236440373371081
1427.5,0.2653061224489796,2.235188804026399
1430.0,0.3125,2.2258835441043554
1432.5,0.32608695652173914,2.1944534746000666
1435.0,0.34782608695652173,2.2545136036100097
1437.5,0.2826086956521739,2.2724605711105763
1440.0,0.2553191489361702,2.306143396390858
1442.5,0.2708333333333333,2.3139746187323222
1445.0,0.22727272727272727,2.338182821062096
1447.5,0.2,2.358415915373713
1450.0,0.22916666666666666,2.3360272921054634
1452.5,0.2127659574468085,2.2750842864943297
1455.0,0.2391304347826087,2.248044351224969
1457.5,0.30612244897959184,2.253462606729052
1460.0,0.35555555555555557,2.247222705470062
1462.5,0.3404255319148936,2.235889729037005
1465.0,0.30612244897959184,2.2456549310784037
1467.5,0.3125,2.246896457976489
1470.0,0.27906976744186046,2.169898444860463
1472.5,0.2857142857142857,2.1989888824873125
1475.0,0.28888888888888886,2.19065129466839
1477.5,0.2,2.2125056885662677
1480.0,0.19148936170212766,2.221561173867769
1482.5,0.15555555555555556,2.2971734475092203
1485.0,0.15217391304347827,2.2547300976261337
1487.5,0.22448979591836735,2.290735959054999
1490.0,0.32,2.2787187259556125
1492.5,0.40425531914893614,2.266816476622101
1495.0,0.40816326530612246,2.279004997845793
1497.5,0.43478260869565216,2.3230990780540557
1500.0,0.36363636363636365,2.3416726540916177
1502.5,0.26666666666666666,2.401426048942279
1505.0,0.2,2.486642279706045
1507.5,0.13043478260869565,2.5231036438493137
1510.0,0.13043478260869565,2.372664058432431
1512.5,0.1276595744680851,2.2484328821319934
1515.0,0.22448979591836735,2.3600090523595814
1517.5,0.3877551020408163,2.3525401317899766
1520.0,0.425531914893617,2.324739607745989
1522.5,0.40425531914893614,2.314591519862671
1525.0,0.4,2.3292465117121153
1527.5,0.3404255319148936,2.288115090830437
1530.0,0.2619047619047619,2.2407296546018376
1532.5,0.2222222222222222,2.2697229062727082
1535.0,0.14893617021276595,2.233537404227097
1537.5,0.19148936170212766,2.215561288220772
1540.0,0.20833333333333334,2.2006291824509123
1542.5,0.2553191489361702,2.1967982784058417
1545.0,0.2653061224489796,2.188339009552618
1547.5,0.3333333333333333,2.1896619895931084
1550.0,0.34782608695652173,2.1952499497424443
1552.5,0.30434782608695654,2.234612458018222
1555.0,0.24444444444444444,2.2266596282904043
1557.5,0.2127659574468085,2.2301014760443563
1560.0,0.2653061224489796,2.2469707613214096
1562.5,0.2826086956521739,2.2761019449146076
1565.0,0.26666666666666666,2.3240666151108003
1567.5,0.3125,2.333817132861971
1570.0,0.3111111111111111,2.317235550495769
1572.5,0.2916666666666667,2.3190347984582402
1575.0,0.2222222222222222,2.2141038625645093
1577.5,0.19148936170212766,2.159286515874957
1580.0,0.2857142857142857,2.1710752826643405
1582.5,0.24,2.1709709276389204
1585.0,0.2978723404255319,2.2059630557500323
1587.5,0.2857142857142857,2.2101704251517473
1590.0,0.3333333333333333,2.197463612702061
1592.5,0.3695652173913043,2.2705638143545017
1595.0,0.3191489361702128,2.270152507367249
1597.5,0.34782608695652173,2.295022123323463
1600.0,0.3333333333333333,2.3006067071641954
1602.5,0.2727272727272727,2.340890220375844
1605.0,0.2391304347826087,2.330739760258475
1607.5,0.23404255319148937,2.341669716721131
1610.0,0.3125,2.355091591331312
1612.5,0.2391304347826087,2.3521880187701565
1615.0,0.25,2.305070032689194
1617.5,0.23809523809523808,2.247939247613715
1620.0,0.2127659574468085,2.1961191034968883
1622.5,0.2,2.1960751070563047
1625.0,0.20408163265306123,2.29550269718112
1627.5,0.20833333333333334,2.2925347636629363
1630.0,0.2558139534883721,2.2647246014683615
1632.5,0.2916666666666667,2.2511433168329313
1635.0,0.26666666666666666,2.241723957356862
1637.5,0.2553191489361702,2.241728003060426
